site_id,date,site_orders,site_views,site_units,site_revenue,impressions,clicks,channel_orders,cost,channel_revenue,channel_aov,cr,site_aov,cos
12,3/9/2017,8,2071,9,2395.55,24240,343,2,143.5,149.90,74.94999886,0.0058,299.4438,0.9573
22,3/11/2017,10,5350,10,10550.00,18409,154,0,136.02,0.00,,0.0000,1055.0000,
37,3/7/2017,384,22682,1089,48033.76,55554,748,23,429.62,2042.73,88.81434839,0.0307,125.0879,0.2103
13,3/21/2017,60,6576,199,3087.00,10688,160,8,81.12,336.65,42.08125043,0.0500,51.4500,0.2410
54,3/15/2017,4,525,11,504.89,15955,112,1,97.38,80.99,80.98999786,0.0089,126.2225,1.2024
14,3/15/2017,0,14654,0,0.00,17658,219,9,93.26,889.80,98.86666531,0.0411,,0.1048
40,3/6/2017,8,392,18,1623.98,430,2,0,1.4,0.00,,0.0000,202.9975,
2,3/7/2017,46,1330,426,9318.99,43004,322,8,141.39,1149.87,143.7337514,0.0248,202.5867,0.1230
19,3/22/2017,9,3174,21,7721.35,86627,939,1,322.96,121.60,121.5999985,0.0011,857.9278,2.6559
12,3/2/2017,8,2384,10,1888.50,26671,330,3,161.61,955.21,318.4033356,0.0091,236.0625,0.1692
7,3/14/2017,1,231,1,235.00,3655,50,0,21.51,0.00,,0.0000,235.0000,
27,3/16/2017,288,13922,1007,35038.47,70261,1253,44,925.4,4058.01,92.22750046,0.0351,121.6614,0.2280
32,3/22/2017,14,1986,57,18489.96,26438,379,9,336.73,4724.53,524.947781,0.0237,1320.7114,0.0713
35,3/18/2017,5494,1033,12597,287999.03,90719,506,14,280.52,417.10,29.79285724,0.0277,52.4206,0.6725
17,2/25/2017,108,12713,267,16438.39,59834,935,25,144.79,4868.10,194.7239995,0.0267,152.2073,0.0297
31,3/5/2017,123,13247,756,9452.34,44641,874,5,245.15,515.96,103.1919975,0.0057,76.8483,0.4751
35,3/17/2017,5112,1119,12414,276611.43,83283,524,13,300.96,588.24,45.24923105,0.0248,54.1102,0.5116
18,3/21/2017,559,23510,3770,98445.78,38178,532,11,116.49,2428.63,220.7845466,0.0207,176.1105,0.0480
10,2/28/2017,173,5406,1163,64716.08,84217,1057,23,1245.82,2710.05,117.8282603,0.0218,374.0814,0.4597
28,3/12/2017,0,4502,0,0.00,167090,1759,63,734.11,1637.99,25.99984136,0.0358,,0.4482
54,3/19/2017,7,743,7,699.93,25225,224,0,179.87,0.00,,0.0000,99.9900,
39,3/2/2017,28,1447,113,1597.06,58717,1073,15,99.36,1013.47,67.56466573,0.0140,57.0379,0.0980
24,2/27/2017,20,1373,37,764.89,45415,627,6,122.02,218.59,36.43166606,0.0096,38.2445,0.5582
47,3/7/2017,63,20106,74,5267.93,25778,735,27,53.2,1292.43,47.86777779,0.0367,83.6179,0.0412
48,2/26/2017,16,3298,860,4981.43,10729,211,1,33.19,620.51,620.5100098,0.0047,311.3394,0.0535
21,3/3/2017,5,860,22,209.14,19056,206,6,29.62,266.39,44.39833331,0.0291,41.8280,0.1112
30,2/27/2017,683,90462,3154,49503.07,46183,538,12,130.62,339.97,28.33083328,0.0223,72.4789,0.3842
41,3/9/2017,27,1208,60,4727.38,23194,268,6,229.75,529.00,88.16666667,0.0224,175.0881,0.4343
31,2/28/2017,81,8725,444,6230.00,53250,1016,11,299.19,701.41,63.76454648,0.0108,76.9136,0.4266
3,3/7/2017,150,2450,897,6174.46,113421,1422,107,188.58,3304.39,30.88214951,0.0752,41.1631,0.0571
26,3/19/2017,86,18211,107,8119.15,31523,405,8,178.36,372.11,46.51375008,0.0198,94.4087,0.4793
23,3/10/2017,148,18547,442,28413.96,45387,845,19,233.65,4318.20,227.2736847,0.0225,191.9862,0.0541
17,2/28/2017,109,11102,358,16062.22,57897,824,21,140.7,3845.59,183.123333,0.0255,147.3598,0.0366
33,3/17/2017,1327,27485,5401,129905.06,70819,696,27,747.57,1261.61,46.72629671,0.0388,97.8938,0.5926
6,3/10/2017,2705,232461,9950,217031.28,48412,877,58,413.16,3028.48,52.21517234,0.0661,80.2334,0.1364
33,3/11/2017,1762,31829,7245,174107.89,119814,1107,81,1334.34,3817.33,47.12753126,0.0732,98.8127,0.3495
41,3/15/2017,23,1453,70,4779.10,26518,315,6,230.18,706.50,117.75,0.0190,207.7870,0.3258
1,3/17/2017,25,3043,25,14171.76,115297,1855,9,657.05,5401.81,600.2011153,0.0049,566.8704,0.1216
40,3/2/2017,11,404,18,1514.00,357,1,0,1.76,0.00,,0.0000,137.6364,
19,3/2/2017,3,3184,13,5483.00,62957,738,0,176.18,0.00,,0.0000,1827.6667,
3,3/3/2017,91,2176,576,3421.47,90441,1070,59,146.63,1880.05,31.86525421,0.0551,37.5986,0.0780
22,3/16/2017,15,4811,16,21134.00,16123,116,2,102.23,1288.00,644,0.0172,1408.9333,0.0794
20,3/4/2017,11,1043,13,1569.93,21373,353,3,90.93,306.53,102.176665,0.0085,142.7209,0.2966
48,3/7/2017,51,3437,2375,8636.30,30500,554,7,348.08,2062.96,294.7085776,0.0126,169.3392,0.1687
33,3/13/2017,1590,27097,6293,153850.35,90768,813,46,842.07,2222.40,48.31304351,0.0566,96.7612,0.3789
18,3/6/2017,669,24934,4935,119703.95,28328,420,17,163.73,1488.42,87.55411816,0.0405,178.9297,0.1100
21,3/7/2017,11,907,30,195.67,23909,302,10,25.95,307.96,30.79599981,0.0331,17.7882,0.0843
50,3/6/2017,6,1114,6,3959.17,32655,344,6,157.93,5977.00,996.1666667,0.0174,659.8611,0.0264
50,3/11/2017,7,887,8,3201.66,35311,343,7,147.91,4911.00,701.5714286,0.0204,457.3798,0.0301
35,2/25/2017,6099,1054,14744,347745.38,104787,635,23,364.09,1223.19,53.18217464,0.0362,57.0168,0.2977
15,3/2/2017,64,3761,224,10622.28,46564,639,14,185.85,1093.23,78.08785813,0.0219,165.9731,0.1700
7,3/2/2017,3,451,14,424.99,13834,59,0,50.88,0.00,,0.0000,141.6633,
5,2/28/2017,64,6647,287,2734.47,158100,1636,45,269.4,1052.03,23.37844418,0.0275,42.7261,0.2561
44,3/3/2017,72,16889,277,6640.96,32404,397,3,92.99,163.83,54.60999775,0.0076,92.2356,0.5676
22,3/8/2017,14,4633,17,14836.40,17140,143,0,101.5,0.00,,0.0000,1059.7429,
24,3/3/2017,30,1981,73,1647.81,45004,673,7,135.69,262.95,37.56428501,0.0104,54.9270,0.5160
43,3/17/2017,221,14818,588,11023.50,59129,612,16,165.43,680.00,42.50000024,0.0261,49.8801,0.2433
8,3/19/2017,353,7174,615,13611.22,100233,2301,81,345.01,5246.51,64.77172828,0.0352,38.5587,0.0658
16,2/26/2017,314,9266,587,23706.83,5750,81,7,26.21,519.78,74.25428513,0.0864,75.4995,0.0504
27,3/4/2017,305,14297,1075,41438.14,88210,1728,64,1059.04,7042.12,110.0331258,0.0370,135.8628,0.1504
14,3/4/2017,85,5746,219,4650.65,14381,179,5,78.05,173.40,34.68000031,0.0279,54.7135,0.4501
41,2/27/2017,23,1330,62,5797.60,23615,259,7,230.42,724.10,103.4428573,0.0270,252.0696,0.3182
28,2/28/2017,0,3875,0,0.00,153396,1778,50,938.64,2154.69,43.09380049,0.0281,,0.4356
55,3/18/2017,18,7750,21,9710.82,202168,1794,9,1046.55,5523.54,613.7266587,0.0050,539.4900,0.1895
1,2/27/2017,20,3417,29,8636.29,103261,1873,11,780.06,6569.98,597.2709129,0.0059,431.8145,0.1187
3,3/22/2017,113,2240,798,5580.51,94206,1255,77,167.51,3386.54,43.98103881,0.0614,49.3850,0.0495
48,3/17/2017,37,2698,1896,8859.80,21035,399,5,166.91,4978.73,995.7460091,0.0125,239.4541,0.0335
23,3/11/2017,170,18057,510,29731.01,52504,986,12,265.77,3317.56,276.4633282,0.0122,174.8883,0.0801
33,3/9/2017,1678,30136,6612,162405.33,113265,995,58,1156.57,3171.26,54.67689702,0.0583,96.7851,0.3647
30,3/21/2017,727,98749,3984,65379.99,44303,532,4,132.69,79.97,19.99249983,0.0075,89.9312,1.6592
16,3/20/2017,112,3946,194,7455.78,8102,65,0,34.66,0.00,,0.0000,66.5695,
53,3/5/2017,418,31123,563,29705.58,157757,3474,108,1621.13,7681.00,71.12037222,0.0311,71.0660,0.2111
53,3/12/2017,230,19558,316,12649.51,127787,1639,52,497.61,2141.95,41.19134633,0.0317,54.9979,0.2323
43,2/27/2017,178,13821,400,8193.72,74732,728,22,304.52,822.14,37.37000016,0.0302,46.0321,0.3704
12,3/3/2017,13,2212,16,11108.20,25590,344,2,161.22,601.90,300.9500046,0.0058,854.4769,0.2679
4,3/14/2017,1648,264727,10886,133322.51,221917,3186,80,1572.46,4421.65,55.27062403,0.0251,80.8996,0.3556
10,3/6/2017,214,21807,1487,61377.07,80243,955,27,1078.56,5366.50,198.7592604,0.0283,286.8087,0.2010
25,3/9/2017,354,5507,939,16974.80,15865,110,8,284.15,265.66,33.20750093,0.0727,47.9514,1.0696
54,3/8/2017,1,348,1,24.99,5163,37,0,27.65,0.00,,0.0000,24.9900,
54,3/4/2017,2,597,3,144.97,7581,69,0,40.23,0.00,,0.0000,72.4850,
24,3/13/2017,18,1448,34,719.98,54721,630,7,117.27,343.56,49.07999911,0.0111,39.9989,0.3413
15,3/4/2017,61,3394,243,9571.62,57442,848,37,229.39,3653.43,98.74135249,0.0436,156.9118,0.0628
47,2/26/2017,64,19057,76,4694.33,27584,750,17,45.21,687.65,40.45000031,0.0227,73.3489,0.0657
7,3/8/2017,2,408,2,15.00,6331,45,1,33.33,17.00,17,0.0222,7.5000,1.9606
27,3/12/2017,316,15058,1214,48679.69,90991,1755,63,1149.19,6329.55,100.469048,0.0359,154.0497,0.1816
31,2/25/2017,134,14359,691,10137.02,66712,1383,9,295.19,988.96,109.884446,0.0065,75.6494,0.2985
37,2/26/2017,351,23428,1009,48795.24,86530,1025,26,825.19,2162.51,83.17346206,0.0254,139.0178,0.3816
44,3/6/2017,54,20170,171,4284.88,37343,463,12,112.9,582.54,48.54499976,0.0259,79.3496,0.1938
22,3/9/2017,13,4589,16,10781.80,16712,93,1,79.93,1159.00,1159,0.0108,829.3692,0.0690
49,3/2/2017,87,3654,110,8344.52,63744,1828,56,407.42,6274.76,112.0492852,0.0306,95.9140,0.0649
4,3/3/2017,1531,220466,10223,120976.30,152462,2042,58,1076.47,2307.37,39.78224134,0.0284,79.0178,0.4665
52,3/8/2017,32,8050,53,14967.00,38574,507,3,290.65,445.33,148.4433339,0.0059,467.7188,0.6527
47,3/13/2017,53,18541,62,5112.53,27633,704,10,53.83,464.37,46.43699989,0.0142,96.4628,0.1159
44,3/9/2017,54,16156,138,3395.03,37128,473,9,107.32,352.80,39.20000066,0.0190,62.8709,0.3042
4,3/17/2017,1436,214297,9627,117680.25,184658,2576,64,1299.23,4271.36,66.73999989,0.0248,81.9500,0.3042
12,3/4/2017,8,2171,9,6006.55,24680,384,0,156.75,0.00,,0.0000,750.8187,
18,3/20/2017,681,25779,4653,115321.80,36724,569,6,120.54,605.18,100.8633334,0.0105,169.3419,0.1992
53,3/9/2017,210,17283,327,14750.85,127719,1539,25,542.26,2102.10,84.08400005,0.0162,70.2421,0.2580
23,3/18/2017,177,20424,567,29999.44,51654,930,14,290.11,1862.16,133.0114289,0.0151,169.4884,0.1558
17,3/8/2017,100,14784,259,15700.83,73100,1100,14,253.62,2558.90,182.7785715,0.0127,157.0083,0.0991
53,2/28/2017,150,15094,223,9196.29,85245,992,15,298.25,710.60,47.37333361,0.0151,61.3086,0.4197
17,3/4/2017,92,12258,219,11692.25,56920,959,40,157.58,3505.96,87.6490015,0.0417,127.0897,0.0449
15,3/15/2017,78,4186,217,22875.14,77180,773,23,260.34,5386.27,234.1856565,0.0298,293.2710,0.0483
23,3/13/2017,192,22170,665,40329.84,48603,915,18,270.22,3004.67,166.9261086,0.0197,210.0512,0.0899
16,3/6/2017,96,5311,185,7656.01,5414,62,5,21.46,340.39,68.07800293,0.0806,79.7501,0.0630
8,3/17/2017,797,16750,1470,52380.72,95688,2127,121,373.37,7839.24,64.78710625,0.0569,65.7224,0.0476
24,3/5/2017,26,1458,54,1209.38,56012,827,12,158.9,454.64,37.8866663,0.0145,46.5146,0.3495
2,3/16/2017,29,1798,158,4625.10,26464,223,5,78.38,442.14,88.42799931,0.0224,159.4862,0.1773
44,3/19/2017,92,22254,257,6017.35,67995,684,7,212.09,422.64,60.37714209,0.0102,65.4060,0.5018
12,3/20/2017,11,2329,12,4539.40,18251,222,1,82.03,26.95,26.95000076,0.0045,412.6727,3.0438
13,2/26/2017,67,4432,167,3211.50,10786,141,6,71.03,322.55,53.75833384,0.0426,47.9328,0.2202
24,3/6/2017,19,1636,31,688.07,56765,783,7,160.12,243.84,34.83428628,0.0089,36.2142,0.6567
52,3/15/2017,33,7123,56,15745.05,39490,587,9,279.06,3936.54,437.3933343,0.0153,477.1227,0.0709
51,3/4/2017,92,1170,337,9542.68,11339,134,10,167.26,812.67,81.26699944,0.0746,103.7248,0.2058
8,3/2/2017,1152,16676,1690,39504.70,64413,930,51,141.65,2501.36,49.0462746,0.0548,34.2923,0.0566
1,3/22/2017,19,2894,25,14278.10,122587,1735,6,670.53,3518.90,586.4833272,0.0035,751.4789,0.1906
13,2/24/2017,74,4605,185,3550.00,10104,140,6,77.11,251.91,41.98499997,0.0429,47.9730,0.3061
9,2/26/2017,296,32242,1134,83173.58,456244,7553,123,1744.83,27740.61,225.5334147,0.0163,280.9918,0.0629
45,3/11/2017,1,422,1,29.99,51807,277,1,88.98,29.99,29.98999977,0.0036,29.9900,2.9670
22,3/10/2017,19,4186,21,23309.00,14727,112,1,92.86,789.00,789,0.0089,1226.7895,0.1177
2,3/6/2017,35,1260,199,6349.79,51620,276,5,126.3,502.46,100.4919994,0.0181,181.4226,0.2514
4,3/21/2017,1340,233720,8206,102601.12,236087,3213,59,1653.79,2944.06,49.89932211,0.0184,76.5680,0.5617
53,2/25/2017,204,16898,310,12759.54,85841,1013,28,205.6,1311.55,46.8410713,0.0276,62.5468,0.1568
28,3/15/2017,0,5924,0,0.00,177354,1852,53,745.69,1399.08,26.3977359,0.0286,,0.5330
9,3/5/2017,274,30636,962,52634.50,414434,7004,110,1511.34,15450.92,140.4629085,0.0157,192.0967,0.0978
51,3/22/2017,93,743,325,9508.85,15274,147,10,184.79,645.75,64.57500057,0.0680,102.2457,0.2862
48,3/14/2017,38,3306,1241,4665.63,27061,497,4,238.1,444.15,111.0375023,0.0080,122.7797,0.5361
8,3/6/2017,520,13252,954,26490.01,62935,962,59,135.97,2203.31,37.34423704,0.0613,50.9423,0.0617
55,3/8/2017,30,6635,48,25071.56,145010,1435,18,957.85,9937.33,552.0738887,0.0125,835.7187,0.0964
22,2/25/2017,10,5263,11,7259.00,14167,105,1,92.96,659.00,659,0.0095,725.9000,0.1411
43,3/10/2017,293,16606,769,14188.24,55212,556,19,249.68,510.35,26.86052656,0.0342,48.4240,0.4892
42,3/20/2017,3119,98896,7060,331689.18,1061050,9396,331,8352.96,19619.90,59.27462251,0.0352,106.3447,0.4257
8,3/14/2017,2415,29092,5777,81796.92,72501,1921,67,249.59,4767.52,71.15701587,0.0349,33.8704,0.0524
49,2/24/2017,57,2311,74,4613.39,38211,1155,31,217.3,1913.37,61.72161238,0.0268,80.9367,0.1136
10,3/12/2017,35,3249,170,4087.01,46510,565,9,389.52,676.53,75.16999965,0.0159,116.7717,0.5758
23,3/19/2017,244,21741,828,42402.50,56235,1106,13,346.26,2979.96,229.2276927,0.0118,173.7807,0.1162
40,3/16/2017,3,440,3,292.00,439,3,0,3.12,0.00,,0.0000,97.3333,
13,3/2/2017,113,5965,303,4444.00,9374,117,5,85.07,189.78,37.95599899,0.0427,39.3274,0.4483
32,2/27/2017,24,2438,66,21129.60,30273,421,10,327.46,11986.43,1198.642996,0.0238,880.4000,0.0273
21,3/21/2017,9,827,17,677.19,23134,245,5,25.51,443.19,88.6379982,0.0204,75.2433,0.0576
39,2/26/2017,19,1228,82,484.09,55413,1009,18,85.59,665.72,36.98444414,0.0178,25.4784,0.1286
4,3/11/2017,1382,233116,9052,106372.11,202058,2909,76,1322.6,3559.80,46.83947345,0.0261,76.9697,0.3715
30,3/17/2017,551,73417,3130,51551.45,39027,448,4,104.42,135.88,33.96999931,0.0089,93.5598,0.7685
5,3/16/2017,64,7639,318,2738.92,115557,1231,31,139.86,1082.34,34.91419335,0.0252,42.7956,0.1292
33,3/16/2017,1185,29095,5133,121870.70,87549,761,29,889.74,1737.39,59.91000064,0.0381,102.8445,0.5121
53,3/2/2017,225,16558,321,14001.96,91690,1117,26,317.17,925.00,35.57692308,0.0233,62.2309,0.3429
11,3/22/2017,63,4146,72,4476.12,79422,1402,32,369.42,3031.54,94.73562467,0.0228,71.0495,0.1219
1,3/18/2017,11,2896,13,2944.60,129853,2145,9,661.53,5123.60,569.2888923,0.0042,267.6909,0.1291
47,3/3/2017,50,14951,60,4875.26,24148,641,20,49.03,986.35,49.31750016,0.0312,97.5052,0.0497
38,3/16/2017,9,435,12,1735.88,15216,193,3,89.9,597.91,199.3033384,0.0155,192.8756,0.1504
28,3/8/2017,0,4669,0,0.00,107492,1276,33,570.16,1280.81,38.81242457,0.0259,,0.4452
10,3/3/2017,209,6635,1216,66882.59,63245,842,27,1031.01,4316.44,159.8681497,0.0321,320.0124,0.2389
4,3/20/2017,1304,229793,7979,101867.31,220573,3042,66,1612.26,3234.51,49.00772726,0.0217,78.1191,0.4985
30,3/14/2017,978,104895,5135,57328.88,44697,596,16,124.48,484.98,30.31124997,0.0268,58.6185,0.2567
29,3/22/2017,17,1543,44,1070.12,47428,763,13,216.48,1148.75,88.36538506,0.0170,62.9482,0.1884
26,3/2/2017,72,19117,90,7644.50,23674,336,9,207.97,381.31,42.36777793,0.0268,106.1736,0.5454
35,3/10/2017,5369,1150,12385,282604.27,90652,527,20,303.81,1036.10,51.80500011,0.0380,52.6363,0.2932
54,3/10/2017,1,412,1,89.99,6278,53,0,38.27,0.00,,0.0000,89.9900,
37,3/3/2017,289,16263,800,37327.63,64119,728,10,616.27,1435.24,143.5239992,0.0137,129.1613,0.4294
21,3/17/2017,8,729,11,359.60,20207,215,4,25.07,470.63,117.6575003,0.0186,44.9500,0.0533
13,3/17/2017,65,6633,201,2864.50,10175,163,4,80.32,163.29,40.82250023,0.0245,44.0692,0.4919
52,2/23/2017,27,6252,68,13889.84,38539,468,9,280.69,2382.09,264.6766697,0.0192,514.4385,0.1178
23,3/12/2017,158,18033,606,33082.56,55075,969,12,268.87,2139.62,178.3016658,0.0124,209.3833,0.1257
38,3/7/2017,4,217,16,1198.84,9175,122,3,61.25,842.89,280.9633211,0.0246,299.7100,0.0727
20,3/15/2017,11,832,13,1098.29,21863,355,2,150.01,128.19,64.09499741,0.0056,99.8445,1.1702
53,3/20/2017,202,17499,344,12762.24,104951,1219,32,406.7,1346.80,42.08750018,0.0263,63.1794,0.3020
33,3/5/2017,2043,36731,7927,193582.37,169098,1454,83,1920.64,4892.92,58.95084354,0.0571,94.7540,0.3925
31,3/4/2017,97,12684,446,6201.39,51104,1076,6,244.68,220.60,36.76666737,0.0056,63.9319,1.1092
8,2/27/2017,2508,22859,6115,37975.80,53867,709,56,114.2,1823.87,32.56910677,0.0790,15.1419,0.0626
28,3/9/2017,0,4414,0,0.00,126006,1514,29,704.57,983.68,33.92000017,0.0192,,0.7163
50,3/7/2017,8,1020,8,5268.33,31988,333,5,156.49,3739.00,747.8,0.0150,658.5417,0.0419
3,3/17/2017,93,2517,625,3836.68,106522,1510,79,198.57,2814.15,35.62215172,0.0523,41.2546,0.0706
39,2/24/2017,30,1129,137,1368.85,48312,804,12,78.41,400.13,33.34416668,0.0149,45.6283,0.1960
36,3/9/2017,16,4176,24,2976.50,5286,66,4,41.64,315.00,78.75,0.0606,186.0313,0.1322
33,3/20/2017,1377,24705,5732,137182.16,76720,757,33,887.63,1373.44,41.6193939,0.0436,99.6239,0.6463
31,3/10/2017,158,16019,1092,14638.62,44257,835,7,244.09,223.22,31.88857113,0.0084,92.6495,1.0935
54,3/16/2017,3,565,3,269.97,15862,122,1,105.15,99.99,99.98999786,0.0082,89.9900,1.0516
47,3/2/2017,67,17578,77,7926.13,23735,649,16,43.2,1414.11,88.38187504,0.0247,118.3004,0.0305
39,3/19/2017,33,1245,148,1065.31,60251,1018,14,113,421.90,30.13571433,0.0138,32.2821,0.2678
17,3/3/2017,80,12105,223,12680.88,49663,825,16,141.16,1798.34,112.3962494,0.0194,158.5110,0.0785
18,2/24/2017,480,20908,2846,78946.28,29793,441,11,106.22,1836.23,166.9300013,0.0249,164.4714,0.0578
41,3/16/2017,22,1483,38,4681.50,25391,290,4,241.35,671.00,167.75,0.0138,212.7955,0.3597
42,3/13/2017,2115,76302,4518,220907.49,726074,6548,269,6100.51,19409.45,72.15408929,0.0411,104.4480,0.3143
39,3/3/2017,32,1321,116,1255.71,54595,960,10,91.39,341.84,34.18399973,0.0104,39.2409,0.2673
46,3/4/2017,205,13955,6103,59086.12,38370,478,12,132.16,2048.69,170.7241683,0.0251,288.2250,0.0645
43,3/6/2017,216,16493,543,10464.20,53469,512,13,261.5,484.30,37.25384611,0.0254,48.4454,0.5400
1,3/19/2017,17,2952,23,14825.71,122070,2009,5,656.11,5442.73,1088.546021,0.0025,872.1006,0.1205
45,3/20/2017,1,235,1,699.99,20768,111,0,30.45,0.00,,0.0000,699.9900,
22,3/22/2017,14,4795,17,10653.20,23494,157,0,137.46,0.00,,0.0000,760.9429,
30,3/7/2017,598,66873,2878,47231.51,39434,475,13,119.61,375.99,28.92230767,0.0274,78.9825,0.3181
43,3/7/2017,248,19940,692,12961.80,51832,500,13,253.08,535.21,41.16999993,0.0260,52.2653,0.4729
12,2/26/2017,7,2305,9,1744.55,29577,356,2,146.11,364.40,182.1999969,0.0056,249.2214,0.4010
48,3/8/2017,47,2834,884,7177.51,31005,575,14,305.92,4016.72,286.9085707,0.0243,152.7130,0.0762
23,2/25/2017,155,21256,594,35624.66,45665,878,10,221.04,2860.56,286.0559979,0.0114,229.8365,0.0773
9,3/17/2017,228,22313,803,75138.94,305620,4930,82,1282.56,17920.26,218.5397546,0.0166,329.5568,0.0716
23,3/17/2017,162,19557,589,33062.40,46134,854,11,279.55,1429.78,129.9800027,0.0129,204.0889,0.1955
8,3/16/2017,1420,24097,2394,48609.10,95511,2263,81,406,4959.55,61.22901323,0.0358,34.2318,0.0819
42,2/25/2017,1196,71324,2520,132247.11,914727,7891,197,6852.22,13806.84,70.08548223,0.0250,110.5745,0.4963
46,2/26/2017,103,13301,1922,25281.85,38084,534,9,153.83,1066.30,118.477776,0.0169,245.4549,0.1443
54,3/14/2017,1,636,4,84.96,18202,143,0,117.52,0.00,,0.0000,84.9600,
16,2/28/2017,129,5145,236,9489.54,5394,70,2,21.66,84.21,42.10499954,0.0286,73.5623,0.2572
28,3/20/2017,0,5479,0,0.00,121447,1348,24,565.49,1244.47,51.85291692,0.0178,,0.4544
28,3/11/2017,0,4426,0,0.00,139851,1591,36,650.21,1186.98,32.97166663,0.0226,,0.5478
4,3/18/2017,1303,231357,8942,107748.88,214443,2845,61,1452.77,2870.66,47.06,0.0214,82.6929,0.5061
27,3/7/2017,358,15351,1652,56247.61,82688,1675,66,1199.6,5904.94,89.4687881,0.0394,157.1162,0.2032
3,3/12/2017,106,2392,615,4090.03,105683,1473,68,199.9,2100.04,30.88294115,0.0462,38.5852,0.0952
29,3/21/2017,11,1616,57,1212.32,50348,829,4,244.04,340.39,85.09750175,0.0048,110.2109,0.7169
4,3/2/2017,1659,247393,11440,138558.31,167138,2115,76,1111.36,5745.41,75.59749925,0.0359,83.5192,0.1934
17,2/27/2017,157,14947,481,27795.09,64485,1071,26,179.33,4533.72,174.3738476,0.0243,177.0388,0.0396
29,3/5/2017,4,1164,20,259.42,27580,544,2,128.49,138.59,69.29499817,0.0037,64.8550,0.9271
51,3/11/2017,90,696,317,8499.95,8737,102,6,126.92,576.73,96.1216685,0.0588,94.4439,0.2201
41,3/14/2017,24,1328,48,3240.70,24790,284,3,227.33,181.99,60.66333326,0.0106,135.0292,1.2491
29,2/28/2017,7,876,29,471.74,21047,397,3,102.39,192.75,64.25,0.0076,67.3914,0.5312
28,3/19/2017,0,4220,0,0.00,121239,1364,23,552.39,1122.57,48.80739171,0.0169,,0.4921
29,3/6/2017,16,1401,71,1557.36,28593,525,10,140.73,855.33,85.53299694,0.0190,97.3350,0.1645
46,2/27/2017,299,18803,4503,98667.35,97295,1163,39,717.46,8648.87,221.7658972,0.0335,329.9911,0.0830
53,2/26/2017,212,18988,329,13067.34,100123,1192,27,306.19,1371.25,50.78703743,0.0227,61.6384,0.2233
49,3/5/2017,81,3494,104,5373.85,59385,1738,69,302.27,5009.13,72.59608656,0.0397,66.3438,0.0603
43,3/2/2017,196,13381,688,14012.23,47488,464,14,250.32,568.00,40.57142871,0.0302,71.4910,0.4407
49,3/21/2017,49,1399,197,4038.12,28027,535,20,84.8,1133.07,56.65350056,0.0374,82.4106,0.0748
15,3/18/2017,49,3550,233,10610.26,94584,828,16,291.44,7884.07,492.7543761,0.0193,216.5359,0.0370
32,3/18/2017,6,1098,18,3124.00,16504,171,7,111.82,4962.88,708.9828404,0.0409,520.6667,0.0225
14,3/10/2017,0,11575,0,0.00,17319,236,7,100.08,177.24,25.31999997,0.0297,,0.5647
27,2/24/2017,280,13109,1263,36028.47,98701,1743,51,1322.96,6616.86,129.7423545,0.0293,128.6731,0.1999
46,3/19/2017,131,16887,1635,27370.42,101965,1252,31,586.65,2584.85,83.38225844,0.0248,208.9345,0.2270
28,2/27/2017,0,4939,0,0.00,133388,1532,42,815.62,1701.47,40.51119053,0.0274,,0.4794
40,3/7/2017,8,662,18,1433.98,472,1,0,0.61,0.00,,0.0000,179.2475,
33,3/15/2017,1228,37949,5445,129833.90,86542,788,45,948.59,2018.29,44.85088844,0.0571,105.7279,0.4700
13,3/16/2017,75,7515,272,3807.00,11061,162,5,86.31,177.98,35.59599953,0.0309,50.7600,0.4849
51,3/17/2017,79,753,297,9220.10,9653,113,3,190.97,188.91,62.97000122,0.0265,116.7101,1.0109
16,3/11/2017,110,5852,219,8419.33,8059,113,4,62.68,409.88,102.4700012,0.0354,76.5394,0.1529
28,3/18/2017,0,3625,0,0.00,130451,1231,24,518.37,1028.66,42.86083333,0.0195,,0.5039
21,3/10/2017,8,1063,18,197.32,21759,286,6,24.17,864.14,144.0233374,0.0210,24.6650,0.0280
27,3/2/2017,354,15456,1617,50326.03,85863,1504,44,1179.19,4100.35,93.1897725,0.0293,142.1639,0.2876
10,3/11/2017,48,3218,159,5895.45,44400,539,10,395.59,1138.06,113.8059996,0.0186,122.8219,0.3476
37,3/14/2017,291,19868,770,34537.92,53515,642,19,355.58,1639.63,86.29631745,0.0296,118.6870,0.2169
24,3/2/2017,31,1685,65,1173.05,47397,638,8,126.43,318.92,39.86499977,0.0125,37.8403,0.3964
19,3/14/2017,6,3315,8,4620.80,68838,793,1,214.9,29.00,29,0.0013,770.1333,7.4103
46,3/10/2017,285,19634,5508,69439.31,137332,1389,34,834.69,10348.53,304.3685315,0.0245,243.6467,0.0807
20,2/28/2017,12,876,13,1083.40,27860,410,10,208.53,658.70,65.86999893,0.0244,90.2833,0.3166
29,3/18/2017,10,1323,21,1262.71,38985,699,8,173.43,1582.02,197.7525055,0.0114,126.2710,0.1096
35,2/23/2017,5162,1051,12791,306344.53,96094,625,17,372.52,1164.66,68.50941218,0.0272,59.3461,0.3199
52,3/6/2017,28,8398,53,21978.50,43929,589,4,348.65,2379.00,594.75,0.0068,784.9464,0.1466
42,3/2/2017,1712,73651,3644,216460.83,721724,6139,209,5447.72,15953.97,76.33478465,0.0340,126.4374,0.3415
